"pokemon","subareaID","method","condition_type","condition_value","chance%","min_level","max_level"
"seel","46","walk","","","20","30","30"
"seel","47","walk","","","10","30","30"
"seel","47","walk","","","5","28","28"
"seel","48","walk","","","20","30","30"
"seel","48","walk","","","15","32","32"
"seel","49","walk","","","20","31","31"
"seel","49","walk","","","10","33","33"
"seel","50","walk","","","10","31","31"
"seel","50","walk","","","5","29","29"
"seel","101","walk","","","20","43","43"
"seel","101","walk","","","10","45","45"
"seel","101","walk","","","10","47","47"
"seel","101","surf","","","60","5","35"
"seel","102","walk","","","10","45","45"
"seel","103","walk","","","10","45","45"
"seel","104","walk","","","20","43","43"
"seel","104","walk","","","10","45","45"
"seel","104","walk","","","10","47","47"
"dewgong","422","walk","","","10","48","48"
"dewgong","422","walk","","","4","50","50"
"dewgong","422","walk","","","1","50","50"
"dewgong","422","surf","","","30","35","55"
"dewgong","515","surf","","","4","40","55"
"dewgong","515","surf","","","1","40","55"
"dewgong","516","surf","","","4","40","55"
"dewgong","516","surf","","","1","40","55"
"dewgong","47","walk","","","4","38","38"
"dewgong","49","walk","","","1","37","37"
"dewgong","50","walk","","","4","30","30"
"dewgong","50","walk","","","1","34","34"
"dewgong","101","walk","","","10","49","49"
"dewgong","101","walk","","","5","51","51"
"dewgong","101","walk","","","4","53","53"
"dewgong","101","walk","","","1","53","53"
"dewgong","101","surf","","","5","35","40"
"dewgong","104","walk","","","10","49","49"
"dewgong","104","walk","","","5","51","51"
"dewgong","104","walk","","","4","53","53"
"dewgong","104","walk","","","1","53","53"
"grimer","495","walk","radar","on ","10","18","18"
"grimer","495","walk","radar","on ","10","18","18"
"grimer","495","walk","radar","on ","1","20","20"
"grimer","495","walk","radar","on ","1","18","18"
"grimer","0","surf","","","60","20","24"
"grimer","0","surf","","","30","15","19"
"grimer","23","walk","time","night ","30","26","26"
"grimer","23","walk","time","day ","30","26","26"
"grimer","23","walk","time","morning ","30","26","26"
"grimer","23","walk","time","night ","30","27","27"
"grimer","23","walk","time","day ","20","28","28"
"grimer","23","walk","time","morning ","20","28","28"
"grimer","23","walk","time","night ","20","28","28"
"grimer","24","walk","time","night ","30","28","28"
"grimer","24","walk","time","morning ","30","27","27"
"grimer","24","walk","time","night ","30","27","27"
"grimer","24","walk","time","day ","20","29","29"
"grimer","24","walk","time","morning ","20","29","29"
"grimer","24","walk","time","night ","20","29","29"
"grimer","25","walk","time","night ","30","26","26"
"grimer","25","walk","time","day ","30","26","26"
"grimer","25","walk","time","morning ","30","26","26"
"grimer","25","walk","time","night ","30","27","27"
"grimer","25","walk","time","day ","20","28","28"
"grimer","25","walk","time","morning ","20","28","28"
"grimer","25","walk","time","night ","20","28","28"
"grimer","62","walk","","","10","33","33"
"grimer","62","walk","","","5","37","37"
"grimer","73","walk","","","5","30","30"
"grimer","74","walk","","","5","30","30"
"grimer","75","walk","","","5","34","34"
"grimer","76","walk","","","5","35","35"
"grimer","270","walk","","","1","14","14"
"grimer","270","walk","","","1","14","14"
"muk","0","surf","","","10","15","19"
"muk","23","walk","time","morning ","4","30","30"
"muk","23","walk","time","day ","4","30","30"
"muk","23","walk","time","night ","4","30","30"
"muk","23","walk","time","morning ","1","30","30"
"muk","23","walk","time","day ","1","30","30"
"muk","23","walk","time","night ","1","30","30"
"muk","24","walk","time","night ","10","30","30"
"muk","24","walk","time","night ","4","32","32"
"muk","24","walk","time","morning ","4","32","32"
"muk","24","walk","time","day ","4","32","32"
"muk","24","walk","time","morning ","1","32","32"
"muk","24","walk","time","day ","1","32","32"
"muk","24","walk","time","night ","1","32","32"
"muk","25","walk","time","morning ","4","30","30"
"muk","25","walk","time","day ","4","30","30"
"muk","25","walk","time","night ","4","30","30"
"muk","25","walk","time","morning ","1","30","30"
"muk","25","walk","time","day ","1","30","30"
"muk","25","walk","time","night ","1","30","30"
"muk","62","walk","","","4","33","33"
"muk","62","walk","","","1","37","37"
"muk","73","walk","","","1","39","39"
"muk","74","walk","","","1","37","37"
"muk","75","walk","","","1","42","42"
"muk","76","walk","","","1","42","42"
"shellder","379","super","","","15","20","40"
"shellder","381","super","","","15","20","40"
"shellder","479","super","","","15","20","40"
"shellder","180","good","","","10","20","20"
"shellder","180","super","","","30","40","40"
"shellder","194","good","","","10","20","20"
"shellder","194","super","","","30","40","40"
"shellder","200","good","","","10","20","20"
"shellder","200","super","","","30","40","40"
"shellder","46","walk","","","15","30","30"
"shellder","46","walk","","","4","28","28"
"shellder","47","walk","","","15","32","32"
"shellder","48","walk","","","5","28","28"
"shellder","49","walk","","","10","31","31"
"shellder","49","walk","","","5","29","29"
"shellder","49","super","","","17","15","15"
"shellder","49","super","","","8","15","15"
"shellder","50","walk","","","20","31","31"
"shellder","50","walk","","","10","33","33"
"shellder","50","super","","","17","15","15"
"shellder","50","super","","","8","15","15"
"shellder","26","super","","","17","15","15"
"shellder","26","super","","","8","15","15"
"shellder","29","super","","","17","15","15"
"shellder","29","super","","","8","15","15"
"shellder","3","super","","","17","15","15"
"shellder","3","super","","","8","15","15"
"shellder","54","super","","","17","15","15"
"shellder","54","super","","","8","15","15"
"shellder","54","super","","","25","15","15"
"shellder","12","good","","","10","20","20"
"shellder","12","super","","","30","40","40"
"shellder","34","good","","","10","20","20"
"shellder","34","super","","","30","40","40"
"shellder","35","good","","","10","20","20"
"shellder","35","super","","","30","40","40"
"shellder","42","super","","","17","15","15"
"shellder","42","super","","","8","15","15"
"shellder","42","super","","","25","15","15"
"shellder","18","super","","","17","15","15"
"shellder","18","super","","","8","15","15"
"shellder","18","super","","","25","15","15"
"shellder","24","super","","","20","25","25"
"shellder","24","super","","","10","35","35"
"shellder","25","super","","","30","20","20"
"shellder","25","super","","","20","30","30"
"shellder","25","super","","","10","40","40"
"shellder","30","super","","","17","15","15"
"shellder","30","super","","","8","15","15"
"shellder","55","super","","","17","15","15"
"shellder","55","super","","","8","15","15"
"shellder","55","super","","","25","15","15"
"shellder","91","super","","","40","15","25"
"shellder","104","super","","","40","15","25"
"shellder","134","super","","","40","15","25"
"shellder","136","super","","","40","15","25"
"gastly","380","walk","item","tm56","4","13","13"
"gastly","380","walk","item","data card 12","4","13","13"
"gastly","432","walk","","","20","15","15"
"gastly","432","walk","time","morning ","10","16","16"
"gastly","432","walk","time","day ","10","16","16"
"gastly","432","walk","","","10","17","17"
"gastly","435","walk","","","20","15","15"
"gastly","435","walk","time","morning ","10","16","16"
"gastly","435","walk","time","day ","10","16","16"
"gastly","435","walk","","","10","17","17"
"gastly","457","walk","","","20","12","12"
"gastly","457","walk","","","20","12","12"
"gastly","457","walk","","","10","14","14"
"gastly","457","walk","","","10","14","14"
"gastly","457","walk","","","10","13","13"
"gastly","457","walk","","","10","13","13"
"gastly","457","walk","","","5","13","13"
"gastly","457","walk","","","5","13","13"
"gastly","457","walk","item","rare candy","4","16","16"
"gastly","457","walk","item","carbos","4","16","16"
"gastly","457","walk","","","1","15","15"
"gastly","457","walk","","","1","15","15"
"gastly","458","walk","","","20","12","12"
"gastly","458","walk","","","20","12","12"
"gastly","458","walk","","","10","14","14"
"gastly","458","walk","","","10","14","14"
"gastly","458","walk","","","10","13","13"
"gastly","458","walk","","","10","13","13"
"gastly","458","walk","","","5","13","13"
"gastly","458","walk","","","5","13","13"
"gastly","458","walk","item","tm18","4","16","16"
"gastly","458","walk","item","red shard","4","16","16"
"gastly","458","walk","","","1","15","15"
"gastly","458","walk","","","1","15","15"
"gastly","459","walk","","","20","12","12"
"gastly","459","walk","","","20","12","12"
"gastly","459","walk","","","10","14","14"
"gastly","459","walk","","","10","14","14"
"gastly","459","walk","","","10","13","13"
"gastly","459","walk","","","10","13","13"
"gastly","459","walk","","","5","13","13"
"gastly","459","walk","","","5","13","13"
"gastly","459","walk","item","red scale","4","16","16"
"gastly","459","walk","item","tm case","4","16","16"
"gastly","459","walk","","","1","15","15"
"gastly","459","walk","","","1","15","15"
"gastly","460","walk","","","20","12","12"
"gastly","460","walk","","","20","12","12"
"gastly","460","walk","","","10","14","14"
"gastly","460","walk","","","10","14","14"
"gastly","460","walk","","","10","13","13"
"gastly","460","walk","","","10","13","13"
"gastly","460","walk","","","5","13","13"
"gastly","460","walk","","","5","13","13"
"gastly","460","walk","item","sun stone","4","16","16"
"gastly","460","walk","item","tm88","4","16","16"
"gastly","460","walk","","","1","15","15"
"gastly","460","walk","","","1","15","15"
"gastly","461","walk","","","20","12","12"
"gastly","461","walk","","","20","12","12"
"gastly","461","walk","","","10","14","14"
"gastly","461","walk","","","10","14","14"
"gastly","461","walk","","","10","13","13"
"gastly","461","walk","","","10","13","13"
"gastly","461","walk","","","5","13","13"
"gastly","461","walk","","","5","13","13"
"gastly","461","walk","item","tm75","4","16","16"
"gastly","461","walk","item","exp share","4","16","16"
"gastly","461","walk","","","1","15","15"
"gastly","461","walk","","","1","15","15"
"gastly","462","walk","","","20","12","12"
"gastly","462","walk","","","20","12","12"
"gastly","462","walk","","","10","14","14"
"gastly","462","walk","","","10","14","14"
"gastly","462","walk","","","10","13","13"
"gastly","462","walk","","","10","13","13"
"gastly","462","walk","","","5","13","13"
"gastly","462","walk","","","5","13","13"
"gastly","462","walk","item","odd incense","4","16","16"
"gastly","462","walk","item","blue scarf","4","16","16"
"gastly","462","walk","","","1","15","15"
"gastly","462","walk","","","1","15","15"
"gastly","463","walk","","","20","12","12"
"gastly","463","walk","","","20","12","12"
"gastly","463","walk","","","10","14","14"
"gastly","463","walk","","","10","14","14"
"gastly","463","walk","","","10","13","13"
"gastly","463","walk","","","10","13","13"
"gastly","463","walk","","","5","13","13"
"gastly","463","walk","","","5","13","13"
"gastly","463","walk","item","heal powder","4","16","16"
"gastly","463","walk","item","hyper potion","4","16","16"
"gastly","463","walk","","","1","15","15"
"gastly","463","walk","","","1","15","15"
"gastly","464","walk","","","20","12","12"
"gastly","464","walk","","","20","12","12"
"gastly","464","walk","","","10","14","14"
"gastly","464","walk","","","10","14","14"
"gastly","464","walk","","","10","13","13"
"gastly","464","walk","","","10","13","13"
"gastly","464","walk","","","5","13","13"
"gastly","464","walk","","","5","13","13"
"gastly","464","walk","item","tm16","4","16","16"
"gastly","464","walk","item","razz berry","4","16","16"
"gastly","464","walk","","","1","15","15"
"gastly","464","walk","","","1","15","15"
"gastly","465","walk","","","20","12","12"
"gastly","465","walk","","","20","12","12"
"gastly","465","walk","","","10","14","14"
"gastly","465","walk","","","10","14","14"
"gastly","465","walk","","","10","13","13"
"gastly","465","walk","","","10","13","13"
"gastly","465","walk","","","5","13","13"
"gastly","465","walk","","","5","13","13"
"gastly","465","walk","item","data card 04","4","16","16"
"gastly","465","walk","item","petaya berry","4","16","16"
"gastly","465","walk","","","1","15","15"
"gastly","465","walk","","","1","15","15"
"gastly","484","walk","time","night ","10","16","16"
"gastly","485","walk","","","20","16","16"
"gastly","485","walk","time","morning ","10","17","17"
"gastly","485","walk","time","day ","10","17","17"
"gastly","485","walk","","","10","17","17"
"gastly","485","walk","","","5","18","18"
"gastly","485","walk","","","4","18","18"
"gastly","485","walk","","","1","18","18"
"gastly","486","walk","","","20","17","17"
"gastly","486","walk","time","morning ","10","18","18"
"gastly","486","walk","time","day ","10","18","18"
"gastly","486","walk","","","10","18","18"
"gastly","486","walk","","","5","19","19"
"gastly","486","walk","","","4","19","19"
"gastly","486","walk","","","1","19","19"
"gastly","487","walk","","","20","18","18"
"gastly","487","walk","time","morning ","10","19","19"
"gastly","487","walk","time","day ","10","19","19"
"gastly","487","walk","","","10","19","19"
"gastly","487","walk","","","5","20","20"
"gastly","487","walk","","","4","20","20"
"gastly","487","walk","","","1","20","20"
"gastly","488","walk","","","20","19","19"
"gastly","488","walk","time","morning ","10","20","20"
"gastly","488","walk","time","day ","10","20","20"
"gastly","488","walk","","","10","20","20"
"gastly","488","walk","","","5","21","21"
"gastly","488","walk","","","4","21","21"
"gastly","488","walk","","","1","21","21"
"gastly","489","walk","","","20","20","20"
"gastly","489","walk","time","morning ","10","21","21"
"gastly","489","walk","time","day ","10","21","21"
"gastly","489","walk","","","10","21","21"
